name,greekName,romanName,category,description,status,defense,attack,gender,images__thumbnail,images__regular,relatives__father,relatives__mother,descritpion,greekname,isgod
Arge,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Argea,,,minor figure,Daughter of Adrastus and wife of Polynices.,mortal,10,90,female,,,,,,,no
Argia,,,minor figure,The name of several mythological characters.,mortal,90,3,female,,,,,,,no
Argynnus,,,minor figure,Beloved of Agamemnon.,mortal,10,89,male,,,,,,,no
Arisbas,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Aristodemus,Ἀριστόδημος,,minor figure,A descendant of Heracles who helped lead the Dorian Invasion.,mortal,10,10,male,,,,,,,no
Aristomachus,Ἀριστόμαχος,,minor figure,The name of several mythological figures.,mortal,90,10,female,,,,,,,no
Asius,,,minor figure,The name of two people who fought during the Trojan War.,mortal,3,90,female,,,,,,,no
Aspalis,,,minor figure,"A maiden of Melite, Phthia associated with a local cult of Artemis.",mortal,89,10,male,,,,,,,no
Astacus,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Asterodia,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Asteropaios,,,minor figure,A Paeonian ally of the Trojans.,mortal,10,90,female,,,,,,,no
Asterope,,,minor figure,The name of several mythological figures.,mortal,90,3,female,,,,,,,no
Astyanassa,,,minor figure,Helen of Troy's maid.,mortal,10,10,female,,,,,,,no
Astyanax,Ἀστυάναξ,,minor figure,"Infant son of Hector and Andromache, killed during the Sack of Troy.",mortal,10,90,male,,,,,,,no
Astydameia,Ἀστυδάμεια,,minor figure,The name of several mythological figures.,mortal,10,3,male,,,,,,,no
Astynome,,,minor figure,The name of several mythological figures.,mortal,90,10,male,,,,,,,no
Astyoche,,,minor figure,The name of several mythological figures.,mortal,3,10,female,,,,,,,no
Astypalaea,Ἀστυπάλαια,,minor figure,A lover of Poseidon.,mortal,10,10,female,,,,,,,no
Atrax,,,minor figure,founder of Atracia in Thessaly.,mortal,90,10,male,,,,,,,no
Atymnius,,,minor figure,The name of several mythological figures.,mortal,3,10,male,,,,,,,no
Auge,,,minor figure,mother of the hero Telephus.,mortal,10,90,male,,,,,,,no
Autochthe,,,minor figure,A daughter of Perseus and Andromeda who married Aegeus.,mortal,10,10,female,,,,,,,no
Autolycus,,,minor figure,A son of Hermes.,mortal,10,10,female,,,,,,,no
Automedon,Αυτομέδων,,minor figure,Achilles' charioteer.,mortal,10,10,male,,,,,,,no
Autonoë,,,minor figure,Daughter of Cadmus and mother of Actaeon.,mortal,10,90,male,,,,,,,no
Autonous,,,minor figure,man transformed by the gods into a stone curlew.,mortal,90,3,male,,,,,,,no
Axylus,,,minor figure,A participant in the Trojan War who fought on the side of Troy.,mortal,10,89,female,,,,,,,no
Batea,,,minor figure,wife of Dardanus and mother of Ilus.,mortal,10,10,female,,,,,,,no
Baubo,,,minor figure,An old woman who jested with Demeter while the goddess was mourning the loss of Persephone.,mortal,10,10,female,,,,,,,no
Baucis,,,minor figure,A virtuous old woman whose hospitality the gods rewarded.,mortal,90,10,male,,,,,,,no
Bianna,,,minor figure,A Cretan woman who migrated to Gaul and disappeared in a chasm of the earth.,mortal,3,90,male,,,,,,,no
Bienor,,,minor figure,The name of several mythological figures.,mortal,89,10,male,,,,,,,no
Biston,,,minor figure,A son of Ares and eponym of Bistonia in Thrace.,mortal,10,10,female,,,,,,,no
Bormus,,,minor figure,A Mariandynian youth abducted by nymphs.,mortal,10,10,female,,,,,,,no
Borus,,,minor figure,The name of several mythological figures.,mortal,10,90,male,,,,,,,no
Botres,,,minor figure,"A son of Eumelus, transformed into a bee-eater.",mortal,90,3,male,,,,,,,no
Budeia,,,minor figure,Name of two separate figures,mortal,10,,male,,,,,,,no
Briseus,,,minor figure,father of Briseis.,mortal,10,,female,,,,,,,no
Broteas,,,minor figure,A son of Tantalus.,mortal,10,,female,,,,,,,no
Bucolion,,,minor figure,illegitimate son of the Trojan king Laomedon and half-brother of Priam.,mortal,90,10,female,,,,,,,no
Buphagus,,,minor figure,A son of Iapetus.,mortal,3,10,male,,,,,,,no
Bura,,,minor figure,A daughter of Ion.,mortal,10,90,male,,,,,,,no
Butes,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Byblis,,,minor figure,A woman who fell in love with her twin brother.,mortal,90,10,female,,,,,,,no
Calesius,,,minor figure,Axylus' charioteer.,mortal,10,10,female,,,,,,,no
Caletor,,,minor figure,The name of two men involved in the Trojan War.,mortal,10,90,male,,,,,,,no
Callidice,,,minor figure,queen of Thesprotia and wife of Odysseus.,mortal,10,3,male,,,,,,,no
Callithyia,,,minor figure,The first priestess of Hera.,mortal,90,89,male,,,,,,,no
Calyce,,,minor figure,The name of several mythological figures.,mortal,3,10,female,,,,,,,no
Calydon,,,minor figure,Eponym of Calydon Aetolia.,mortal,89,10,female,,,,,,,no
Canace,,,minor figure,A daughter of Aeolus and lover of Poseidon.,mortal,10,10,female,,,,,,,no
Canethus,,,minor figure,The name of several mythological figures.,mortal,10,90,male,,,,,,,no
Canthus,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Capaneus,,,minor figure,An arrogant warrior who was struck down by Zeus.,mortal,90,10,female,,,,,,,no
Capys,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Carius,,,minor figure,A son of Zeus believed to have learned music from nymphs.,mortal,10,90,male,,,,,,,no
Carystus,,,minor figure,Son of Chiron.,mortal,10,3,male,,,,,,,no
Cassiopeia,,,minor figure,"A vain Ethiopian queen, punished by Poseidon for her hubris.",mortal,90,10,male,,,,,,,no
Caucon,,,minor figure,The name of several mythological figures.,mortal,3,90,female,,,,,,,no
Caunus,,,minor figure,A son of Miletus who fled from his twin sister's incestuous advances.,mortal,10,3,female,,,,,,,no
Cebriones,,,minor figure,An illegitimate son of Priam.,mortal,90,10,male,,,,,,,no
Celtine,,,minor figure,A Celtic princess and lover of Heracles.,mortal,3,10,male,,,,,,,no
Cerambus,,,minor figure,A talented yet arrogant singer who was transformed into a beetle.,mortal,10,10,male,,,,,,,no
Cerdo,,,minor figure,wife of Phoroneus.,mortal,10,10,female,,,,,,,no
Cestrinus,,,minor figure,Son of Helenus and Andromache.,mortal,10,10,female,,,,,,,no
Ceyx,,,minor figure,husband of Alcyone.,mortal,10,90,female,,,,,,,no
Chaeresilaus,,,minor figure,Son of Iasius.,mortal,10,10,male,,,,,,,no
Chalciope,,,minor figure,The name of several mythological figures.,mortal,90,10,male,,,,,,,no
Chalcodon,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Charops,,,minor figure,The name of several mythological figures.,mortal,10,90,female,,,,,,,no
Chelone,,,minor figure,changed into a tortoise by Hermes.,mortal,10,3,female,,,,,,,no
Chione (daughter of Arcturus),,,minor figure,A lover of Boreas.,mortal,90,89,male,,,,,,,no
Chione (daughter of Callirrhoe),,,minor figure,A woman transformed by Hermes into a snow cloud.,mortal,3,10,male,,,,,,,no
Chione (daughter of Daedalion),,,minor figure,mother of Philammon and Autolycus by Apollo and Hermes respectively.,mortal,89,10,male,,,,,,,no
Chloris,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Chromia,,,minor figure,Daughter of Itonus.,mortal,10,90,female,,,,,,,no
Chrysanthis,,,minor figure,A woman who told Demeter of the abduction of Persephone.,mortal,10,10,female,,,,,,,no
Chryseis,,,minor figure,"A woman enslaved as a war prize by Agamemnon, who was later forced to return her.",mortal,90,10,male,,,,,,,no
Chryses,,,minor figure,A priest of Apollo and father of Chryseis.,mortal,10,10,male,,,,,,,no
Chrysippe,,,minor figure,The name of several mythological figures.,mortal,10,90,male,,,,,,,no
Chrysothemis,,,minor figure,The name of several mythological figures.,mortal,10,3,female,,,,,,,no
Chthonia,,,minor figure,The name of several mythological figures.,mortal,90,10,female,,,,,,,no
Chthonius,,,minor figure,The name of several mythological figures.,mortal,3,10,male,,,,,,,no
Chthonophyle,,,minor figure,A daughter of Sicyon and wife of Phlias.,mortal,10,90,male,,,,,,,no
Cilix,,,minor figure,founder of Cilicia.,mortal,10,3,male,,,,,,,no
Cilla,,,minor figure,The name of several mythological figures.,mortal,90,10,female,,,,,,,no
Cleite,,,minor figure,The name of several mythological figures.,mortal,3,10,female,,,,,,,no
Cleitus,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Cleoboea,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Cleobule,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Cleodaeus,,,minor figure,A grandson of Heracles.,mortal,10,90,female,,,,,,,no
Cleopatra,,,minor figure,wife of Meleager.,mortal,10,10,female,,,,,,,no
Clinis,,,minor figure,"A Babylonian man, transformed into a bird.",mortal,90,10,male,,,,,,,no
Clonius,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Clymenus,,,minor figure,The name of several mythological figures.,mortal,10,90,male,,,,,,,no
Clytie,,,minor figure,The name of several mythological figures.,mortal,10,3,female,,,,,,,no
Clytius,,,minor figure,The name of several mythological figures.,mortal,90,89,female,,,,,,,no
Clytodora,,,minor figure,The name of several mythological figures.,mortal,3,10,male,,,,,,,no
Clytus,,,minor figure,The name of several mythological figures.,mortal,89,10,male,,,,,,,no
Coeranus,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Comaetho,,,minor figure,The name of several mythological figures.,mortal,10,90,female,,,,,,,no
Coön,,,minor figure,A son of Antenor who fell against Agamemnon.,mortal,10,10,female,,,,,,,no
Copreus,,,minor figure,herald of Eurystheus.,mortal,90,10,female,,,,,,,no
Coresus,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Coronis,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Cragaleus,,,minor figure,A man transformed into stone by Apollo.,mortal,10,90,male,,,,,,,no
Cratos,,,minor figure,god of Strength.,mortal,10,3,female,,,,,,,no
Crete,,,minor figure,The name of several mythological figures.,mortal,90,10,female,,,,,,,no
Creusa,,,minor figure,The name of several mythological figures.,mortal,3,10,male,,,,,,,no
Crino,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Crisus,,,minor figure,founder of the town of Crissa.,mortal,10,10,male,,,,,,,no
Ctesippus,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Ctesylla,,,minor figure,A maiden of Ioulis.,mortal,10,90,female,,,,,,,no
Ctimene,,,minor figure,younger sister of Odysseus.,mortal,10,10,female,,,,,,,no
Cyanippus,,,minor figure,The name of several mythological figures.,mortal,90,10,male,,,,,,,no
Cychreus,,,minor figure,Son of Poseidon and Salamis.,mortal,10,10,male,,,,,,,no
Cycnus,,,minor figure,"The name of several mythological figures, most of whom were transformed into swans.",mortal,10,90,male,,,,,,,no
Cydippe,,,minor figure,The name of several mythological figures.,mortal,10,3,female,,,,,,,no
Cydon,,,minor figure,The name of several mythological figures.,mortal,90,89,female,,,,,,,no
Cynurus,,,minor figure,A son of Perseus.,mortal,3,10,male,,,,,,,no
Cyparissus,,,minor figure,A boy beloved by Apollo and transformed into a cypress tree after his death.,mortal,89,10,male,,,,,,,no
Daedalion,,,minor figure,A man transformed by Apollo into a hawk.,mortal,10,10,male,,,,,,,no
Daedalus,,,minor figure,A skilled inventor and artisan.,mortal,10,90,female,,,,,,,no
Dascylus,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Deileon,,,minor figure,The name of several mythological figures.,mortal,90,10,female,,,,,,,no
Deimachus,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Deioneus or Deion,Δηιονεύς or Δηίων,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Deiphobus,,,minor figure,A son of Priam and Hecuba who fought in the Trojan War.,mortal,10,90,female,,,,,,,no
Deipyle,,,minor figure,wife of Tydeus and mother of Diomedes.,mortal,10,3,female,,,,,,,no
Delphus,,,minor figure,The name of several mythological figures.,mortal,90,10,male,,,,,,,no
Demodice,,,minor figure,The name of several mythological figures.,mortal,3,10,male,,,,,,,no
Demonassa,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Demonice,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Demophon of Eleusis,,,minor figure,"A son of Celeus, king of Eleusis, whom Demeter attempted and failed to immortalise.",mortal,10,10,female,,,,,,,no
Deucalion,,,minor figure,Survivor of the Deluge.,mortal,10,90,male,,,,,,,no
Dexamenus,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Dia,,,minor figure,mother of Pirithoös.,mortal,90,10,male,,,,,,,no
Dictys,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Dimoetes,,,minor figure,brother of Troezen.,mortal,10,90,female,,,,,,,no
Diocles,,,minor figure,The name of several mythological figures.,mortal,10,3,female,,,,,,,no
Diomede,,,minor figure,The name of several mythological figures.,mortal,90,89,male,,,,,,,no
Dirce,,,minor figure,wife of Lycus.,mortal,3,10,male,,,,,,,no
Dius,,,minor figure,The name of several mythological figures.,mortal,89,10,male,,,,,,,no
Dolius,,,minor figure,A slave of Penelope.,mortal,10,10,female,,,,,,,no
Dolon,,,minor figure,A fast runner who fought for Troy in the Trojan War.,mortal,10,90,female,,,,,,,no
Dolops,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Dorus,,,minor figure,Progenitor of the Dorians.,mortal,90,10,male,,,,,,,no
Dotis,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Dryas,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Dryope,,,minor figure,A woman transformed into a black poplar.,mortal,10,10,female,,,,,,,no
Dymas,,,minor figure,The name of several mythological figures.,mortal,10,90,female,,,,,,,no
Echion,,,minor figure,The name of several mythological figures.,mortal,90,3,male,,,,,,,no
Eioneus,,,minor figure,The name of several mythological figures.,mortal,3,10,male,,,,,,,no
Electryone,,,minor figure,A daughter of Helios and Rhode.,mortal,10,10,male,,,,,,,no
Eleius,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Eleuther,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Elpenor,,,minor figure,"A crew member of Odysseus, who died in an accident; his shade approached Odysseus in the Underworld to beg him for a proper burial.",mortal,10,10,male,,,,,,,no
Elymus,,,minor figure,Progenitor of the Elymians.,mortal,10,90,male,,,,,,,no
Emathion,,,minor figure,The name of several mythological figures.,mortal,90,10,male,,,,,,,no
Enarete,,,minor figure,wife of Aeolus.,mortal,10,10,female,,,,,,,no
Endeïs,,,minor figure,Daughter of Chiron.,mortal,10,10,female,,,,,,,no
Endymion,,,minor figure,eternally sleeping lover of the moon goddess Selene.,mortal,10,90,female,,,,,,,no
Enyeus,,,minor figure,The name of several mythological characters.,mortal,90,3,male,,,,,,,no
Epeius,,,minor figure,The name of several mythological figures.,mortal,3,89,male,,,,,,,no
Epicasta,,,minor figure,The name of several mythological figures.,mortal,89,10,male,,,,,,,no
Epidaurus,,,minor figure,eponymous hero of the city Epidaurus.,mortal,10,10,male,,,,,,,no
Epipole,,,minor figure,A woman that went to Trojan War in disguise of a man.,mortal,10,10,female,,,,,,,no
Epirus,,,minor figure,"Daughter of Agave and Echion, after whom the region of Epirus was named.",mortal,10,90,female,,,,,,,no
Epistrophus,,,minor figure,The name of several mythological figures.,mortal,90,10,female,,,,,,,no
Epochus,,,minor figure,The name of several mythological characters.,mortal,10,10,male,,,,,,,no
Ereuthalion,,,minor figure,The name of several mythological figures.,mortal,10,12,male,,,,,,,no
Eribotes,,,minor figure,one of the Argonauts.,mortal,29,124,male,,,,,,,no
Eriopis,,,minor figure,The name of several mythological figures.,mortal,124,12,female,,,,,,,no
Eriphyle,,,minor figure,mother of Alcmaeon and wife of Amphiaraus.,mortal,1,2,female,,,,,,,no
Erymanthus,,,minor figure,The name of several mythological figures.,mortal,2,1,male,,,,,,,no
Erythras,,,minor figure,The name of several mythological figures.,mortal,1,2,male,,,,,,,no
Euippe,,,minor figure,The name of several mythological figures.,mortal,1,21,male,,,,,,,no
Euchenor,,,minor figure,The name of several mythological figures.,mortal,12,90,female,,,,,,,no
Eulimene,,,minor figure,A Cretan girl who was put to death after having an affair with a man other than her betrothed.,mortal,90,3,female,,,,,,,no
Eumaeus,,,minor figure,Odysseus' loyal swineherd.,mortal,3,89,female,,,,,,,no
Eumedes,,,minor figure,The name of several mythological figures.,mortal,89,10,male,,,,,,,no
Euphorion,,,minor figure,The son of Achilles and Helen.,mortal,10,10,male,,,,,,,no
Europs,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Euryalus,,,minor figure,The name of several mythological figures.,mortal,10,90,female,,,,,,,no
Euryanassa,,,minor figure,The name of several mythological figures.,mortal,90,10,female,,,,,,,no
Eurybates,,,minor figure,herald of the Greek armies and squire to Odysseus during the Trojan War.,mortal,10,10,male,,,,,,,no
Eurycleia,,,minor figure,The wet-nurse of Odysseus.,mortal,10,29,male,,,,,,,no
Eurycyda,,,minor figure,A lover of Poseidon.,mortal,29,124,male,,,,,,,no
